,Date,Country,City,Killed,Injured,Description
256,6/13/2002,India,Dharam Chowki,2,0,Muslim terrorists force entry into two houses and behead two civilians.
257,6/14/2002,Pakistan,Karachi,10,51,"Ten persons, including five women, killed and fifty-one others injured in a car-bomb blast outside the US Consulate."
258,6/15/2002,Pakistan,Faisalabad,0,1,A 16-year-old Christian girl is doused with acid for refusing to convert to Islam.
259,6/15/2002,India,Bindra,3,1,"Lashkar-e-Toiba terrorists lob a grenade at a group of Hindus returning from a pilgrimage, killing three children and injuring an adult."
260,6/16/2002,India,Balmakote,5,3,Five villagers are killed by Jihadis in an overnight attack.
261,6/17/2002,Pakistan,Multan,3,0,Radical Sunnis open fire on Shia worshippers as they are leaving a mosque.  Three people are killed.
262,6/18/2002,Israel,Jerusalem,19,50,"Several children on their way to school are among the nineteen dead and fifty injured by Fedayeen (""holy warrior"") suicide attack on a bus."
263,6/18/2002,India,Branwar,2,0,"The Mujahideen barge into the home of a civilian and kill him, along with his wife."
264,6/19/2002,India,Khanyar,1,0,A political activist is killed by al Umar Mujahideen.
265,6/19/2002,Israel,Jerusalem,7,35,"One day after killing nineteen Jews, a second Muslim blows up a bus-stop killing seven more. Thirty-five are injured."
266,6/20/2002,Israel,Itamar,4,4,Mother and three young sons killed in their home by Muslim invader.
267,6/21/2002,India,Kashmir,2,0,Two civilians are abducted and murdered by the Mujahideen (Zallah Charote & Bandipora).
268,6/26/2002,India,Chak Rishipora,2,0,A man and his wife are shot to death in their home by Muslim terrorists.
269,6/27/2002,Pakistan,Multan,1,0,A Shia activist is shot to death in a sectarian attack.
270,6/27/2002,India,Lal Chowk,1,37,"A woman is killed, and thirty-seven others injured when a militant Muslim hurls a grenade into the street."
271,6/27/2002,India,Gurwatan Bahak,5,0,Five members of a family of shepherds are massacred by the Mujahideen.
272,6/27/2002,Pakistan,Kachi Abadi,1,2,15-year old Christian tortured to death by police for blasphemy. In the same country a 17-year old Christian girl was blinded from having acid thrown in her face and another girl was raped (occurring on different days).
273,6/27/2002,Algeria,Bou Ismail,2,0,Two Islamic terrorists shot dead a bus driver and one passenger.
274,6/28/2002,Algeria,Algiers,13,0,"Islamic radicals riddle a bus with machine guns. Thirteen people are killed, an unknown number are wounded."
275,6/28/2002,India,Kakran-Kulgam,1,0,A policeman is abducted and murdered by the Mujahideen.
276,6/29/2002,India,Basuni,3,0,Three migrant workers are kidnapped and killed by Islamic terrorists.
277,6/30/2002,India,Gadyari,1,0,"The Mujahideen attack a wedding, killing a civilian."
278,7/1/2002,India,Kashmir,3,0,The Mujahideen murder three civilians in separate attacks.
279,7/2/2002,India,Singhpura Chatru,1,0,A man is abducted from his home and killed by Muslim terrorists.
280,7/3/2002,Indonesia,Landangan,1,0,Muslim gunmen murder a Christian man.
281,7/3/2002,Pakistan,Kohat,2,2,Two Pakistani security forces are killed when al-Qaeda militants stage an attack on a bridge.
282,7/4/2002,USA,Los Angeles,2,0,Muslim gunman kills two people waiting at the El Al counter in the LAX airport.
283,7/4/2002,India,Kashmir,2,0,Two civilians are killed in their homes by the Mujahideen (Bandipora & Shah Mohallah).
284,7/5/2002,India,Khansaheb,0,16,"Muslim militant lobs a hand grenade at a group of Hindus, injuring sixteen, including four women."
285,7/5/2002,India,Gandoh,3,1,A village herdsman is among three people killed by Islamic militants in separate attacks.
286,7/5/2002,Algeria,al-Arbaa,49,17,Bomb explosion results in the largest number of killings by Islamic fundamentalists since the beginning of the year.
287,7/7/2002,Indonesia,Wayura,1,0,A Christian fisherman is shot in the head by suspected Islamists.
288,7/7/2002,Algeria,Algiers,6,0,Six persons including four children were stabbed to death by Islamic extremists while grazing sheep.
289,7/7/2002,Philippines,Unknown,2,1,Kidnapped American missionary and Philippine nurse are killed during rescue attempt.
290,7/7/2002,India,Handwara,1,0,A boy is shot and killed by Muslim terrorists.
291,7/7/2002,India,Kasblari,1,0,The Mujahideen intrude into a residence and behead and elderly man who refuses to give up the location of his son and grandson.
292,7/10/2002,India,Surankote,1,0,"The body of a civilian, kidnapped and beheaded by the Mujahideen, is recovered."
293,7/11/2002,India,Warpora,1,0,A man is killed by the same Muslim terrorists who killed his brother two years earlier.
294,7/11/2002,India,Ghat Palhalan,2,1,"Islamists attack a marriage party, killing two civilians and injuring another."
295,7/12/2002,Indonesia,Kawua,1,4,Islamic bombers nearly crash a bus carrying Christians.  Only one passenger is killed by the explosion.
296,7/13/2002,India,Jammu,28,30,"Lashkar-e-Toiba terrorists staged an attack on a Hindu shantytown, killing twenty-eight and injuring more than thirty with grenades and firearms."
297,7/13/2002,Pakistan,Mansehra,0,12,"Twelve persons, including seven Germans, injured in a terrorist attack at an Archaeological site."
298,7/13/2002,Algeria,Algiers,10,0,Victims in two separate attacks by fundamentalists include four women and two children from one family.
299,7/13/2002,India,Khrew,1,0,Hizb-ul-Mujahideen cadres gun down a civilian in his home.
300,7/14/2002,India,Rajdhani,1,0,A woman is murdered in her home by Muslim terrorists.
301,7/15/2002,India,Sambora,1,0,A man is gunned down by the Mujahideen while traveling down a road.
302,7/16/2002,India,Sarna,1,0,Islamic militants kill a village headsmen in his home.
303,7/16/2002,Algeria,Wilad Alal,7,0,"Seven family members slaughtered by Islamic fundamentalists, including a father, mother and three children ages 4, 12, and 14."
304,7/17/2002,Israel,Tel Aviv,3,40,Dual Palestinian suicide attack on an Israeli convenience store leaves at least three dead and more than forty injured.
305,7/17/2002,Israel,Emmanuel,7,26,Palestinian attack on a bus kills at least seven and injures twenty-six.
306,7/17/2002,India,Bonkoot,3,3,Three security forces are killed in a Fedayeen ambush.
307,7/17/2002,India,Kashmir,3,0,"Three people, including a 16-year-old boy, are killed by Muslims in separate terror attacks."
308,7/17/2002,India,Aishmuqam,3,9,"Hizb-ul-Mujahideen kill three people and injure nine, including three women, with a mine blast."
309,7/19/2002,Indonesia,Poso,2,0,Two Hindus make easy marks for Muslim snipers.
310,7/20/2002,India,Hill Tak,3,0,"Three people are abducted by Muslims, tortured and then beheaded."
311,7/21/2002,India,Wali-Dok,1,0,A man abducted from his home is killed in captivity two days later.
312,7/22/2002,Indonesia,Mayoa,0,3,Three Christian farmers survive a brutal shooting attack by Jihad warriors.
313,7/23/2002,India,Rajouri,1,27,"A young girl is killed, and twenty-seven others injured when a militant Muslim throws a grenade into a city street."
314,7/23/2002,India,Halla,3,0,Three brothers are killed by militant Muslims while gathering firewood.
315,7/24/2002,India,Chanser,2,0,Two border guards are cut down by the Mujahideen.
316,7/24/2002,India,Anantnag,0,20,Twenty persons at a crowded bus stand sustain injuries from an Islamist grenade attack.
317,7/25/2002,India,Batmaloo,1,23,"A civilian is killed at a bus stand, and two dozen others injured, when a militant Muslim tosses a hand grenade."
318,7/26/2002,Israel,Hebron,4,3,"Four people, including a mother, father and son, were killed by gunmen while riding in two cars."
319,7/26/2002,India,Budgam,3,0,Three political activists are kidnapped and killed by the Mujahideen.
320,7/27/2002,India,Badgam,4,3,Four civilians are killed when Muslims set off a grenade blast at a market.
321,7/28/2002,India,Surankote,1,0,A man is abducted and brutally tortured to death by Islamic militants.
322,7/28/2002,India,Thanna Mandi,1,1,Lashkar-e-Toiba terrorists kill a civilian in his home in an attack that also injures his mother.
323,7/29/2002,India,Rajpura,0,15,Women and children are among fifteen civilians injured in a grenade attack on a city street.
324,7/29/2002,India,Mangota,1,4,Five civilians are abducted and tortured by the Mujahideen.  At least one succumbs to death.
325,7/30/2002,India,Kashmir,3,0,"Three civilians are killed in separate Mujahideen attacks, including a boy who is abducted and murdered."
326,7/30/2002,India,Anantnag,2,5,"Muslim terrorist attacks a car carrying Hindu pilgrims with a grenade, killing two family members."
327,7/30/2002,Israel,Jerusalem,0,7,Fedayeen suicide bomber injures seven civilians.
328,7/31/2002,Israel,Jerusalem,9,90,"Nine students, including five Americans, are killed in a bombing at a Hebrew University cafeteria. More than 90 others were injured."
329,7/31/2002,India,Shahdara Sharief,1,0,A youth is murdered by the Lashkar-e-Toiba.
330,7/31/2002,India,Tral,3,2,Jaish-e-Mohammed terrorists stage a political assassination that leaves three people dead.
331,8/1/2002,India,Raika,2,1,A Lashkar-e-Toiba terrorist kills two police officers in an ambush.
332,8/2/2002,India,Ichhgooza,1,0,A civilian is murdered in his home by the Mujahideen.
333,8/3/2002,Israel,Jerusalem,1,2,Palestinian gunman kills telephone truck driver and wounds two other passengers.
334,8/3/2002,India,Kashmir,2,0,Two civilians killed in separate attacks (Koochipora & Srinagar).
335,8/4/2002,Indonesia,Matako,0,8,"A Muslim mob screaming praises to Allah sweeps through a Christian village, burning homes and churches, and shooting residents."
336,8/4/2002,India,Morha Badana,1,0,"Hizbul Mujahideen kidnap a man, behead him, and then hang his headless body from a bridge."
337,8/4/2002,Israel,Meron Junction,8,50,Suicide bomber kills eight and injures over fifty in an attack on a bus.
338,8/5/2002,Pakistan,"Jhika Gali, Murree",6,4,Six persons killed and four others injured in terrorist attack on Christian missionary school.
339,8/6/2002,India,Nar,2,0,A man and his wife are killed in their home by the Mujahideen.
340,8/6/2002,India,Handwara,9,3,Fedayeen attack on a security camp is one of two attacks that leave nine Indians dead.
341,8/6/2002,India,Rajouri,0,12,Twelve civilians are injured in a militant grenade attack near a hospital.
342,8/6/2002,India,Pahalgam,9,32,Nine Hindu pilgrims are massacred in a senseless attack by Fedayeen.  Approximately thirty others sustain various injuries.
343,8/7/2002,Indonesia,Tentena,1,4,An Italian tourist is killed by Jihad terrorists. Four others are injured.
344,8/7/2002,India,Surankote,3,0,"Three people, including one woman, are killed in two separate attacks on residences."
345,8/8/2002,India,Bijbehara,0,15,A grenade tossed by an Islamist on a city street injures fifteen civilians.
346,8/8/2002,India,Patrara,4,0,"Two women and two children, all family members, are slaughtered in a barbaric attack by militant Muslims."
347,8/8/2002,Algeria,Algiers,6,1,Five persons are killed by a machine-gun fired from an open car in a drive-by. Islamists also assassinated a man in Tazrout.
348,8/9/2002,Pakistan,Taxila,3,24,"Three women and a terrorist are killed, and 24 others injured as terrorists attack John C. Heinrich Memorial chapel in the Mission Hospital."
349,8/9/2002,Indonesia,Malei,2,0,Jihad warriors attack two Christian villages and kill two people.
350,8/10/2002,Philippines,Unknown,2,4,Abu Sayyaf kidnap six missionaries. Two are subsequently beheaded.
351,8/11/2002,Indonesia,Kayamanya,5,0,"A Muslim mob attacks a bus and one other vehicle, killing five Christians, including one who was burned."
352,8/11/2002,India,Sarawa,3,0,Three civilians are senselessly murdered by the Mujahideen.
353,8/13/2002,India,Kulgam,1,21,"A militant Muslim lobs a grenade into a bus station, killing one civilian and injuring twenty-one others."
354,8/15/2002,Iraq,Baghdad,1,0,"A 71-year-old nun is savagely attacked and stabbed to death in a monastery by Islamic extremists, who then behead her."
355,8/15/2002,Indonesia,Manyomba,1,3,Fifty militants attack two Christian villages. They shoot three people and strangle a 3-year-old child to death.
356,8/15/2002,Algeria,Harshoun,26,0,Islamists attacked and slaughtered three families including women and children.
357,8/16/2002,India,Fatehpur,1,0,A man who refuses to work for the Mujahideen is abducted and killed for his principles.
358,8/18/2002,Pakistan,Skardu,1,3,A youth is killed and three women injured in a sectarian bombing attack.
359,8/18/2002,India,Bhat Pura,1,0,A woman is killed by Islamists in her home.
360,8/18/2002,India,Bana,2,0,A man and his son are killed by the Mujahideen in a home invasion.
361,8/20/2002,India,Gund,0,1,Hizb-ul-Mujahideen kill two security forces with a land mine.
362,8/22/2002,India,Lassana,2,2,"Militant Muslims ambush a security patrol, killing two members."
363,8/22/2002,India,Gorihakhar,2,0,Two civilians are abducted from their homes and murdered by the Mujahideen.
364,8/23/2002,India,Thanna Mandi,10,0,Lashkar-e-Toiba terrorists massacre ten civilians including three women in two separate incidents.
365,8/23/2002,India,Rajouri,4,19,The Mujahideen murder four civilians in separate attacks and injure nineteen with a grenade.
366,8/23/2002,India,Srinagar,2,0,Two civilians are gunned down at a shrine.
367,8/25/2002,India,Reka Chowk,0,12,Twelve civilians are injured when a Muslim tosses a grenade into a city street.
368,8/25/2002,India,Surankote,4,1,"Three family members are killed, and a surviving child badly injured, by a Mujahideen attack on their car."
369,8/26/2002,India,Kashmir,4,1,"A woman is among four victims of the Mujahideen, killed in separate attacks."
370,8/30/2002,India,Kashmir,5,2,Five separate Mujahideen attacks leave five civilians dead and two injured.
371,8/31/2002,India,Raie Kashte,1,0,The Mujahideen kill an elderly man in his home.
372,8/31/2002,India,Maalbani,3,0,"Muslims drag two woman and a man out of their house, then rake them with machine-gun fire."
373,8/31/2002,Indonesia,Irian Jaya,3,12,"Three teachers, including two Americans, are killed by Indonesian soldiers."
